,0
1031,"['15', '센', '치_', '하', '티', '에_', '터', '키_', '베이', '컨', '_', '아', '보', '카', '도로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1032,"['15', '센', '치_', '허', '니', '오', '트에_', '치', '킨_', '데', '리', '야', '끼', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1033,"['30', '센', '티_', '허', '니', '오', '트에_', '비', '엘', '티', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1034,"['30', '센', '치_', '파', '마', '산', '에_', 'k', '바', '비', '큐', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1035,"['6', 'in', 'ch', '_', '플', '랫', '에_', '로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1036,"['15', '센', '티_', '하', '티', '에_', '스', '테이', '크_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1037,"['6', '인', '치_', '위', '트에_', '치', '킨_', '데', '리', '야', '끼', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1038,"['15', '센', '치_', '허', '니', '오', '트에_', '치', '킨_', '데', '리', '야', '끼', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1039,"['15', '센', '치_', '파', '마', '산', '오', '레', '가', '노', '에_', '써', '브', '웨이_', '클럽', '으로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1040,"['30', '센', '티_', '위', '트에_', '터', '키_', '베이', '컨', '_', '아', '보', '카', '도로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1041,"['6', '인', '치_', '위', '트에_', '스', '테이', '크_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1042,"['15', '센', '치', '미', '터_', '화', '이', '트에_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1043,"['6', '인', '치_', '화', '이', '트에_', '베', '지로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1044,"['30', '센', '티_', '위', '트에_', '풀', '드_', '포', '크_', '바', '비', '큐', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1045,"['15', '센', '치', '미', '터_', '화', '이', '트에_', '스', '테이', '크_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1046,"['15', 'c', 'm_', '위', '트에_', '스', '테이', '크_', '앤', '_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1047,"['15', '센', '치', '미', '터_', '화', '이', '트에_', '풀', '드_', '포', '크_', '바', '비', '큐', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1048,"['풋', '롱', '_', '위', '트에_', '풀', '드_', '포', '크_', '바', '비', '큐', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1049,"['30', '센', '티_', '파', '마', '산', '오', '레', '가', '노', '에_', '로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1050,"['30', '센', '치_', '허', '니', '오', '트에_', '스', '테이', '크_', '앤', '_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1051,"['6', '인', '치_', '위', '트에_', '스', '테이', '크_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1052,"['30', '센', '티_', '플', '랫', '에_', 'b', 'm', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1053,"['풋', '롱', '_', '파', '마', '산', '에_', '치', '킨_', '데', '리', '야', '끼', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1054,"['15', 'c', 'm_', '허', '니', '오', '트에_', '터', '키', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1055,"['15', '센', '치_', '파', '마', '산', '에_', '베', '지로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1056,"['30', 'c', 'm_', '허', '니', '오', '트에_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1057,"['15', 'c', 'm_', '파', '마', '산', '오', '레', '가', '노', '에_', '쉬', '림', '프로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1058,"['15', '센', '치_', '하', '티', '에_', 'b', 'm', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1059,"['15', '센', '티_', '화', '이', '트에_', 'k', '바', '비', '큐', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1060,"['30', '센', '치_', '화', '이', '트에_', '페', '퍼', '로', '니_', '피', '자_', '썹', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1061,"['6', 'in', 'ch', '_', '허', '니', '오', '트에_', '로', '스트_', '치', '킨', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1062,"['15', '센', '치', '미', '터_', '파', '마', '산', '오', '레', '가', '노', '에_', '로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1063,"['6', 'in', 'ch', '_', '파', '마', '산', '오', '레', '가', '노', '에_', '써', '브', '웨이_', '클럽', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1064,"['30', '센', '치_', '하', '티', '에_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1065,"['15', '센', '티_', '플', '랫', '에_', '미', '트', '볼', '으로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1066,"['15', '센', '치', '미', '터_', '하', '티', '에_', '쉬', '림', '프로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1067,"['15', 'c', 'm_', '파', '마', '산', '에_', '햄', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1068,"['풋', '롱', '_', '파', '마', '산', '오', '레', '가', '노', '에_', 'k', '바', '비', '큐', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1069,"['풋', '롱', '_', '허', '니', '오', '트에_', '스', '테이', '크_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1070,"['15', '센', '티', '미', '터_', '플', '랫', '에_', '스', '테이', '크_', '앤', '_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1071,"['풋', '롱', '_', '하', '티', '에_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1072,"['15', '센', '치_', '파', '마', '산', '에_', '스', '테이', '크_', '앤', '_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1073,"['6', 'in', 'ch', '_', '플', '랫', '에_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1074,"['풋', '롱', '_', '플', '랫', '에_', '스', '파이', '시_', '이탈', '리아', 'ᆫ', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1075,"['15', '센', '치', '미', '터_', '위', '트에_', '쉬', '림', '프로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1076,"['30', '센', '티', '미', '터_', '허', '니', '오', '트에_', '스', '파이', '시_', '이탈', '리아', 'ᆫ', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1077,"['15', '센', '티_', '위', '트에_', '스', '파이', '시_', '이탈', '리아', 'ᆫ', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1078,"['15', '센', '치', '미', '터_', '플', '랫', '에_', '스', '파이', '시_', '이탈', '리아', 'ᆫ', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1079,"['6', 'in', 'ch', '_', '화', '이', '트에_', '미', '트', '볼', '으로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1080,"['30', '센', '티', '미', '터_', '파', '마', '산', '에_', '쉬', '림', '프로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1081,"['15', '센', '치', '미', '터_', '플', '랫', '에_', '에', '그', '마', '요', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1082,"['30', '센', '티_', '플', '랫', '에_', '로', '스트_', '치', '킨', '으로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1083,"['6', '인', '치_', '하', '티', '에_', '로', '스트_', '치', '킨', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1084,"['6', 'in', 'ch', '_', '화', '이', '트에_', '햄', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1085,"['6', 'in', 'ch', '_', '파', '마', '산', '에_', '스', '파이', '시_', '이탈', '리아', 'ᆫ', '으로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1086,"['15', '센', '티_', '하', '티', '에_', '참', '치', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1087,"['30', 'c', 'm_', '파', '마', '산', '오', '레', '가', '노', '에_', '미', '트', '볼', '으로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1088,"['풋', '롱', '_', '파', '마', '산', '에_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1089,"['30', '센', '치_', '파', '마', '산', '오', '레', '가', '노', '에_', '햄', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1090,"['15', '센', '티_', '파', '마', '산', '오', '레', '가', '노', '에_', '미', '트', '볼', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1091,"['30', '센', '치_', '하', '티', '에_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1092,"['15', '센', '치', '미', '터_', '위', '트에_', '스', '테이', '크_', '앤', '_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1093,"['30', '센', '치_', '하', '티', '에_', '써', '브', '웨이_', '클럽', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1094,"['15', '센', '티', '미', '터_', '위', '트에_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1095,"['30', '센', '치', '미', '터_', '파', '마', '산', '에_', '베', '지로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1096,"['30', '센', '티', '미', '터_', '하', '티', '에_', '에', '그', '마', '요', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1097,"['15', '센', '치', '미', '터_', '파', '마', '산', '에_', '로', '스트_', '치', '킨', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1098,"['30', '센', '티_', '플', '랫', '에_', '비', '엘', '티', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1099,"['15', '센', '티_', '파', '마', '산', '오', '레', '가', '노', '에_', '페', '퍼', '로', '니_', '피', '자_', '썹', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1100,"['6', 'in', 'ch', '_', '위', '트에_', '에', '그', '마', '요', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1101,"['15', '센', '티_', '위', '트에_', 'k', '바', '비', '큐', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1102,"['풋', '롱', '_', '플', '랫', '에_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1103,"['6', 'in', 'ch', '_', '허', '니', '오', '트에_', '치', '킨_', '데', '리', '야', '끼', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1104,"['풋', '롱', '_', '하', '티', '에_', '베', '지로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1105,"['30', '센', '티_', '파', '마', '산', '에_', '참', '치', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1106,"['15', '센', '치_', '플', '랫', '에_', '치', '킨_', '데', '리', '야', '끼', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1107,"['30', '센', '티', '미', '터_', '파', '마', '산', '에_', '풀', '드_', '포', '크_', '바', '비', '큐', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1108,"['15', '센', '치_', '파', '마', '산', '에_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1109,"['30', '센', '티', '미', '터_', '화', '이', '트에_', '미', '트', '볼', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1110,"['15', '센', '티_', '파', '마', '산', '에_', 'b', 'm', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1111,"['6', 'in', 'ch', '_', '위', '트에_', 'k', '바', '비', '큐', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1112,"['6', '인', '치_', '플', '랫', '에_', 'b', 'm', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1113,"['30', '센', '치', '미', '터_', '화', '이', '트에_', '미', '트', '볼', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1114,"['15', '센', '치', '미', '터_', '파', '마', '산', '에_', '써', '브', '웨이_', '클럽', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1115,"['30', '센', '치', '미', '터_', '파', '마', '산', '오', '레', '가', '노', '에_', 'b', 'm', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1116,"['6', 'in', 'ch', '_', '플', '랫', '에_', '터', '키', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1117,"['30', '센', '치', '미', '터_', '플', '랫', '에_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1118,"['15', '센', '치', '미', '터_', '파', '마', '산', '에_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1119,"['15', 'c', 'm_', '플', '랫', '에_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1120,"['15', 'c', 'm_', '허', '니', '오', '트에_', '스', '파이', '시_', '이탈', '리아', 'ᆫ', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1121,"['30', '센', '치_', '하', '티', '에_', '베', '지로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1122,"['6', '인', '치_', '하', '티', '에_', '페', '퍼', '로', '니_', '피', '자_', '썹', '으로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1123,"['15', '센', '치', '미', '터_', '허', '니', '오', '트에_', 'k', '바', '비', '큐', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1124,"['6', '인', '치_', '하', '티', '에_', '로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1125,"['30', '센', '티_', '허', '니', '오', '트에_', 'k', '바', '비', '큐', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1126,"['6', '인', '치_', '화', '이', '트에_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '으로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1127,"['30', '센', '치_', '플', '랫', '에_', '베', '지로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1128,"['15', 'c', 'm_', '플', '랫', '에_', '참', '치', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1129,"['15', '센', '티_', '하', '티', '에_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1130,"['15', '센', '티', '미', '터_', '허', '니', '오', '트에_', '베', '지로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1131,"['30', '센', '치_', '화', '이', '트에_', '로', '스트_', '치', '킨', '으로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1132,"['30', '센', '치_', '플', '랫', '에_', '쉬', '림', '프로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1133,"['풋', '롱', '_', '하', '티', '에_', '로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1134,"['30', '센', '티', '미', '터_', '화', '이', '트에_', '참', '치', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1135,"['15', '센', '치_', '하', '티', '에_', '풀', '드_', '포', '크_', '바', '비', '큐', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1136,"['풋', '롱', '_', '파', '마', '산', '에_', '스', '테이', '크_', '앤', '_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1137,"['30', '센', '티_', '허', '니', '오', '트에_', '스', '테이', '크_', '앤', '_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1138,"['풋', '롱', '_', '위', '트에_', '로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1139,"['30', '센', '티', '미', '터_', '위', '트에_', '터', '키', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1140,"['6', '인', '치_', '화', '이', '트에_', '써', '브', '웨이_', '클럽', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1141,"['15', '센', '티', '미', '터_', '하', '티', '에_', '스', '테이', '크_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1142,"['30', 'c', 'm_', '화', '이', '트에_', '써', '브', '웨이_', '클럽', '으로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1143,"['15', '센', '티', '미', '터_', '위', '트에_', '페', '퍼', '로', '니_', '피', '자_', '썹', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1144,"['6', 'in', 'ch', '_', '파', '마', '산', '에_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1145,"['15', '센', '치', '미', '터_', '파', '마', '산', '오', '레', '가', '노', '에_', '참', '치', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1146,"['15', '센', '치_', '허', '니', '오', '트에_', '스', '테이', '크_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1147,"['풋', '롱', '_', '플', '랫', '에_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라_', '치', '츠', '로_', '할', '게', '요_']"
1148,"['풋', '롱', '_', '위', '트에_', '햄', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1149,"['30', '센', '티_', '파', '마', '산', '에_', '터', '키_', '베이', '컨', '_', '아', '보', '카', '도로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1150,"['6', '인', '치_', '플', '랫', '에_', '베', '지로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1151,"['15', '센', '티_', '화', '이', '트에_', '비', '엘', '티', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '_', '치', '즈', '로_', '할', '게', '요_']"
1152,"['30', '센', '치', '미', '터_', '허', '니', '오', '트에_', 'b', 'm', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1153,"['30', '센', '티', '미', '터_', '화', '이', '트에_', '로', '스트_', '치', '킨', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1154,"['30', '센', '티_', '파', '마', '산', '에_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고_', '치', '즈', '는_', '아', '메리', '칸', '으로_', '할', '게', '요_']"
1155,"['15', 'c', 'm_', '플', '랫', '에_', '햄', '으로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1156,"['15', '센', '티', '미', '터_', '허', '니', '오', '트에_', '터', '키_', '베이', '컨', '_', '아', '보', '카', '도로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1157,"['30', '센', '치_', '위', '트에_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
1158,"['6', 'in', 'ch', '_', '파', '마', '산', '에_', '스', '테이', '크_', '치', '즈', '로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드_', '치', '츠', '로_', '할', '게', '요_']"
1159,"['30', '센', '티_', '허', '니', '오', '트에_', '쉬', '림', '프로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1160,"['15', '센', '치_', '플', '랫', '에_', '쉬', '림', '프로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1161,"['15', '센', '티', '미', '터_', '파', '마', '산', '오', '레', '가', '노', '에_', '치', '킨_', '데', '리', '야', '끼', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '짜', '렐', '라', '로_', '할', '게', '요_']"
1162,"['15', '센', '치_', '하', '티', '에_', '치', '킨_', '데', '리', '야', '끼', '로_', '해주', '시', '고_', '치', '즈', '는_', '모', '차', '렐', '라', '로_', '할', '게', '요_']"
1163,"['15', '센', '티_', '위', '트에_', '터', '키_', '베이', '컨', '_', '아', '보', '카', '도로_', '해주', '시', '고_', '치', '즈', '는_', '슈', '레', '드로_', '할', '게', '요_']"
